date,AAPL,AMZN,GOOG,MSFT
2021-02-25,109.8707236608929,130.47451121361607,106.93022633658161,105.75451270624596
2021-02-26,111.2303369352401,130.79526930769015,109.13620733148045,102.73959243484829
2021-03-01,110.30423397462692,130.11761253244057,110.82534204893908,101.32067196314559
2021-03-02,108.00183440982106,128.8814070854014,110.47384937210929,101.23002621439448
2021-03-03,106.5265543456348,128.28358153288295,114.21977402183477,102.10026185196702
2021-03-04,104.65862391367504,127.51629637170778,114.71692072901273,98.64066641420426
2021-03-05,104.89239298084932,127.87357258761524,117.49658606719274,98.40036265165573
2021-03-08,105.87050067728875,128.2119753327817,120.12317796960878,98.63354169360991
2021-03-09,107.37329131486231,128.23275474276357,120.92395520607454,99.97354506678096
2021-03-10,108.90870522783007,129.132915386319,122.37684347910974,101.08190919269421
2021-03-11,110.22394386267763,131.59213193444262,123.59961785121067,102.02520529333536
2021-03-12,109.87745295835317,133.5899974201124,121.40609906729688,100.75946098158998
2021-03-15,108.81627634644876,130.51713633707757,121.52954991358122,97.78801074271185
2021-03-16,106.27433612957766,125.38614567614084,123.61715543535733,97.19566077075123
2021-03-17,108.14314074713438,127.25925503196135,126.63875645698947,98.7522683386551
2021-03-18,107.85317337407639,124.56331677007255,125.22394260401794,100.95484194746015
2021-03-19,107.17059965146906,124.13733834484496,126.28560809687082,102.10252865006746
2021-03-22,109.19276728305663,121.88464434219138,126.60045991823569,102.80696061395611
2021-03-23,107.67134324358307,118.48787351320951,126.38008170166444,103.43526010549904
2021-03-24,109.10866898147357,119.51620225026811,127.10512367588122,102.54502301108688
2021-03-25,109.63194914502972,120.96746234203187,127.55679461356476,102.34687521249177
2021-03-26,107.86696279910049,119.8878239376808,128.66371864335395,105.08475792391998
2021-03-29,107.75056066930921,115.10738920069136,131.6334492940916,103.54822402754931
2021-03-30,109.42679152181896,114.13444066086203,133.28425413407584,106.22738092592436
2021-03-31,110.81911674510292,114.85396800647948,133.95307292257584,105.70207463926297
2021-04-01,113.47292433373842,112.22265594188318,137.9606787973197,107.94395975499849
2021-04-02,114.0918924428588,112.56002466484365,140.40941443464075,105.59077766009577
2021-04-05,120.32867524821604,112.54572818050802,140.2212444037308,106.58174462087084
2021-04-06,118.61064685254607,113.59013726556302,137.57479530273142,105.36423942558568
2021-04-07,117.88179397343136,113.81723768904038,135.46657777441195,103.05357701517883
2021-04-08,117.7822928336768,112.09914194425767,137.48792132099607,103.42065425705023
2021-04-09,115.19298037473068,114.24462615773011,136.14543197040084,105.08993073985188
2021-04-12,117.11315442228793,113.97276017919873,134.01642577675005,103.71263785832636
2021-04-13,118.80505847514921,113.93675973109727,132.44106293808815,101.30449486934802
2021-04-14,118.8541724644571,112.28722008649353,131.03003089086158,101.16961354469879
2021-04-15,117.8715084131123,111.51879054354724,132.8123286872158,101.04192812538463
2021-04-16,115.1417895337241,109.98817456699723,132.50000734567826,101.92985395841372
2021-04-19,113.73244978527558,109.70152831421069,129.68182101811533,103.47744502982984
2021-04-20,115.08548470008752,112.7118160802156,129.76004254119172,103.39246144428319
2021-04-21,114.71468624175675,110.31533385070328,130.22990234077514,106.47045943882371
2021-04-22,113.95909772110389,107.55967608581155,129.26526480737377,106.8593007722098
2021-04-23,114.87570851106959,110.09335218567266,131.65490928870358,106.29002106734154
2021-04-26,117.00358331565536,109.74354243544039,130.79995548161875,103.63816942726535
2021-04-27,117.49171945240643,108.60564582174288,133.11825438213512,103.22213137928809
2021-04-28,118.0885844144064,110.41151602501023,134.3905880895211,102.68846285080663
2021-04-29,120.68139133434518,109.37594441170201,136.38164227818154,104.2651567478875
2021-04-30,121.02930848574728,112.57976769023736,134.05775126325557,105.03932022067174
2021-05-03,120.45496946338962,113.80112788656838,134.28078444889107,103.11816130067835
2021-05-04,121.75256180217617,112.94292895645671,134.18442214647413,103.41007212848501
2021-05-05,121.27532149050232,116.85935712415939,131.2277978510452,104.52142516488668
2021-05-06,120.58859628865021,115.76312873858937,133.54678767512087,107.07937642353563
2021-05-07,123.04599493163676,117.13734095144909,131.8537190510226,108.59890843386071
2021-05-10,122.49552429108962,117.70418887535114,130.60890703781558,109.9205302063366
2021-05-11,117.4923808796653,120.15579455718915,128.55582918055254,110.03714656155219
2021-05-12,118.14692432640912,123.16128614366872,129.9981230519691,110.72475436382784
2021-05-13,117.42669423313184,123.2374363161628,126.9258382798822,112.93804242613822
2021-05-14,116.90654674285439,121.79773295645587,128.18155611965716,110.60487738289474
2021-05-17,117.75686513263383,122.69722188367744,130.3223898589208,110.0104237414375
2021-05-18,117.4627083685566,121.40848673260646,131.4445585683902,108.69245665533856
2021-05-19,117.87443683856885,125.33407088439759,132.94321549619616,109.35588715413454
2021-05-20,114.19249580182984,125.61818845310376,134.5583462029757,111.50794554666805
2021-05-21,112.5219059914031,124.91179768610348,132.57651697162507,110.477123773503
2021-05-24,115.0506287843462,125.28991833676496,135.62164745033442,106.40779193646195
2021-05-25,115.03014464610445,122.67385408202816,134.65791129924406,105.73130606342693
2021-05-26,112.05088384311951,120.82483417746909,134.53254670054056,107.27557316992736
2021-05-27,110.18672059825312,123.14477240996857,133.84490371058416,108.2000616601048
2021-05-28,108.49007683024729,121.89129823725871,134.90041542198728,108.94458115323208
2021-05-31,108.67748281032135,119.9117959258436,133.7774555518382,108.47762498924955
2021-06-01,107.95189965275249,120.94332075168175,133.93378697364426,106.32656679773486
2021-06-02,106.8492215348937,123.23698202909306,131.36829642279844,107.20516056129983
2021-06-03,106.86803870038305,124.65447658310856,133.81532020303734,105.81790831271604
2021-06-04,107.68742279160753,126.63970504136662,135.25175670484833,109.53346823838778
2021-06-07,107.26126281704346,125.15359855412788,134.64602998964577,110.53463158726595
2021-06-08,106.30696814834938,122.39633727260258,133.67012611390274,109.5409679648639
2021-06-09,105.61569099436315,125.33903118812448,135.0494553660338,108.50370182852748
2021-06-10,106.19454197441213,124.71793565741514,133.5687479161793,108.35735897919338
2021-06-11,106.19431481016508,124.24041403716227,133.84798509570433,107.9617427776101
2021-06-14,107.49759241768119,126.88100647059606,136.33418514985118,109.88995949412497
2021-06-15,105.58063855408257,128.01194461657911,134.6188031510712,110.22562074879934
2021-06-16,104.31119582759192,128.94903151443307,135.4179753014565,108.9753089660491
2021-06-17,105.60108122581043,133.4366577084322,136.10850541699273,112.2812700644091
2021-06-18,104.2878741404129,132.10624945363872,135.91552840274264,112.38131461317707
2021-06-21,106.59806738134544,134.06606686580915,134.85683377784395,113.76328675366368
2021-06-22,108.9958025413274,134.2018049814119,137.47733509955808,112.69164436563342
2021-06-23,111.42486748581277,134.78604811377735,136.2051675299295,113.35085259528837
2021-06-24,109.90274381622466,138.08561549445727,132.3883290830822,113.92057645758848
2021-06-25,110.04846905238279,139.210286666948,133.74580675119674,110.59295798393708
2021-06-28,109.20907372997581,140.41145791611967,131.25426178840237,114.17223061117414
2021-06-29,110.82104404217114,142.819498912772,132.70738118132533,116.52990439570472
2021-06-30,113.85290104851337,142.01720463161516,135.542250058889,115.81646955882016
2021-07-01,115.44325389225126,140.16860044884262,136.90881440529225,113.83633395379569
2021-07-02,115.47305331948394,137.89684092284537,139.25438177091536,114.47419403570773
2021-07-05,114.82331810373049,133.70725659924835,143.7720725010403,114.64367796255397
2021-07-06,116.0163146942702,138.1236175708596,145.99441232423152,115.30078233552298
2021-07-07,113.81638186381214,135.7600857148718,146.77319118017442,115.66237191485926
2021-07-08,114.79489913990636,135.30329965133413,150.61619266284856,116.60148313262702
2021-07-09,113.16603872147844,134.7301124148762,154.85420093962216,119.30330157756207
2021-07-12,114.29043826455396,135.39939576549634,159.24655470805396,120.38920569101657
2021-07-13,114.0141398441304,137.16569378823002,158.03510868107534,118.4289783541226
2021-07-14,113.33204624156112,139.05296583767765,154.7185279973263,121.01153569296532
2021-07-15,111.77529377811422,137.79766181990547,153.39398040246573,124.19305070113138
2021-07-16,111.16175931806646,137.45114683224685,155.12093649347392,130.52849172862034
2021-07-19,112.15239477437042,138.0799494758022,155.52798032667448,128.2539457592554
2021-07-20,114.02434300832608,137.55590710962332,155.04074768517083,128.7601497188182
2021-07-21,114.98674114279358,141.09844417715811,156.43315753152046,124.62079469518538
2021-07-22,117.49668358973477,142.20988765882313,152.86877823587213,125.72548651618322
2021-07-23,122.30430590497785,143.88169120262003,153.22649551644247,124.65894842960888
2021-07-26,121.69477733995507,145.40818536963266,155.96713767873908,128.5074792790204
2021-07-27,121.31470974888198,148.13728164566743,157.34019758896582,126.96381890109794
2021-07-28,118.60796493640035,148.57714694648925,159.08193637889815,123.64494483335511
2021-07-29,120.86689771536031,145.59011401556324,163.15321633027332,122.74468805738738
2021-07-30,123.37982246982774,146.52613612075456,163.0019502186961,118.99834321587484
2021-08-02,121.72025303605974,145.0473145625773,161.35243756034126,120.42803592924582
2021-08-03,122.92401745159306,143.86122988648262,164.42231576334353,116.5877780052699
2021-08-04,125.31713081196386,145.21241568392156,167.50207139128702,116.65334815767238
2021-08-05,125.77886979465221,148.0889073675457,169.00056742274876,112.91082270628613
2021-08-06,127.48322266078178,148.15542653531028,168.59351042747264,112.35552774908898
2021-08-09,127.84929882974009,148.89474576928689,168.6164094700592,115.31448626480562
2021-08-10,125.43687468215235,152.95765295296275,165.27870529732166,115.98452962084956
2021-08-11,127.54157588796882,153.5562114694207,168.2203150904498,114.4310156612412
2021-08-12,130.24599567308977,159.99674057049126,171.11913670738363,114.38784652829501
2021-08-13,131.77637123469188,161.4464438589474,167.63970200412442,114.43336208264526
2021-08-16,129.82514374171163,157.0490459233898,169.9654283523573,115.3014471821011
2021-08-17,128.3130036883752,158.94150693901784,171.070053793262,112.85886661286051
2021-08-18,126.0632971419077,159.91669466282173,168.3579978572479,113.92999886713011
2021-08-19,127.61580539995465,163.21670645183949,165.2094431147029,109.19203675444494
2021-08-20,130.20544832383405,164.97509157197024,166.2030235643237,108.12656889649185
2021-08-23,131.09374683864078,164.63454075296903,165.18414977399587,107.31055053428977
2021-08-24,133.06514528627145,161.50907212637685,170.0064705609466,108.39858327991354
2021-08-25,131.2742763428424,160.99665617296648,172.59582687483655,108.44959569966989
2021-08-26,131.59118620730086,158.87269876201276,173.90803992793724,106.0874823712225
2021-08-27,128.79740790495114,157.4448041706285,175.36656856330575,104.46644953466249
2021-08-30,127.25594475404756,158.92911306636051,179.10133016355257,104.80578451506081
2021-08-31,129.0438496612126,163.1827738121513,181.52569793917073,104.68730505202363
2021-09-01,128.57251894592503,164.2189279300388,182.98092254737844,103.74869696674061
2021-09-02,131.0597279740503,161.17345790720486,180.19837436996255,102.97778306507512
2021-09-03,132.18987276147593,162.32444584362878,189.12223334919128,104.12488221433354
2021-09-06,138.02247132835637,165.43135682162384,185.88610272674413,103.29119805605323
2021-09-07,138.24220585580193,163.86898811063207,184.99450779903583,103.15976938627138
2021-09-08,135.22939354722956,163.54215255451055,180.2564760171636,106.7581848183187
2021-09-09,135.17129746375082,163.5986505272795,181.8132505165308,104.40311531406067
2021-09-10,133.1519371707918,161.60729320255427,182.2672318831281,101.4138653257875
2021-09-13,135.23230626693672,163.28429468977046,184.4982494928556,102.68481881365012
2021-09-14,135.3371805064658,162.99216851997468,179.53431391439705,101.60479703884879
2021-09-15,135.06032862233104,164.09134525449286,182.72952566078675,101.10838560970615
2021-09-16,134.811936361068,161.8323066999999,180.4412486659857,99.8835589452554
2021-09-17,136.40850577165153,160.73956103998773,180.03885858452017,99.48707305233772
2021-09-20,135.45541958235668,162.5971950359642,182.72050027620602,102.03505318436733
2021-09-21,137.13886844441788,161.66373423000573,183.49479743295964,103.34395936187788
2021-09-22,139.43162478312783,166.1398120059592,184.47759253425545,104.76876329860106
2021-09-23,138.69817897166115,165.1163016065971,186.83539286077402,102.46961083198896
2021-09-24,136.7056975167229,165.72049811374316,188.12278893589132,100.64016122272689
2021-09-27,135.62124872333536,168.19157134226174,187.13626195272002,96.25050269924564
2021-09-28,137.1620839979205,164.49506371763695,186.66759532415765,95.04226938063154
2021-09-29,137.37766528044347,160.0145129379502,187.31287233470033,96.4960890727593
2021-09-30,138.76344501225722,156.23351448361157,184.71068523263457,97.29598356628779
2021-10-01,142.68628251847352,159.3893089745529,187.65224451062048,96.968219498902
2021-10-04,143.2225419958089,158.0280947507983,188.52873697865914,96.94523017180995
2021-10-05,141.42565703449372,164.54346681669574,188.77241742936536,95.91010450829832
2021-10-06,143.81692395769605,163.1064074303456,192.3730184745102,96.23085824236391
2021-10-07,143.94972031358782,163.59981465948928,192.03137439833355,97.40968241305333
2021-10-08,145.95785456512436,167.64075513700936,191.50233344453102,94.97292745682495
2021-10-11,148.4462661658561,173.04131971291494,190.06799856068602,95.43305163671023
2021-10-12,146.2378167187301,178.77179876267203,191.11947960601807,96.85582454615897
2021-10-13,149.47255422569575,182.22718756770803,192.07203809319657,96.23570090753613
2021-10-14,151.63574199056654,185.21100600706276,190.0888505826063,97.31464432783055
2021-10-15,150.21756820736744,186.96870646974838,189.57927365875605,101.73691465230753
2021-10-18,150.9567554703874,189.29627491630728,187.64156909264216,101.5814617999038
2021-10-19,151.58675976130513,187.68163715836684,185.59131929903882,102.22427223993274
2021-10-20,151.6612037920638,185.29993343529387,180.62405110315535,101.05449520319115
2021-10-21,153.77562394717134,185.3112268083672,179.98893883138945,101.35492367323228
2021-10-22,157.31416775584398,184.83631508029313,175.2480057159229,102.10392188913171
2021-10-25,157.35022072011338,183.5426501752327,173.99517545175397,102.42939197284488
2021-10-26,160.70132604153895,185.58782594902232,172.3440251037636,100.80914723176814
2021-10-27,163.24046187513292,188.42253272847537,175.2428107904183,101.14883819551164
2021-10-28,163.85743449201365,188.70657970226173,172.48372237590354,103.51686915733731
2021-10-29,164.3314498432946,193.17109895462727,170.44785215861467,104.2627361929113
2021-11-01,161.39395679738527,189.75058381744574,169.4461274885387,105.86640663053811
2021-11-02,157.64213873146204,189.1943380695047,167.92420685755388,105.48402124604517
2021-11-03,158.07039495785008,187.09189764361142,171.60418097483404,106.7493315287706
2021-11-04,155.97175690566422,181.69306838433116,168.57384246334334,107.2320880229686
2021-11-05,155.8922123746563,181.477343168023,167.58872559595534,105.65025771142129
2021-11-08,154.60272508718384,181.15038798892152,168.48665359331648,106.19367026175095
2021-11-09,150.3260613902692,185.54106636361468,170.860589863908,104.5599757957065
2021-11-10,151.19158122404068,187.4148627781569,169.8598704567618,103.53482169798848
2021-11-11,150.22491545859174,184.43725752360166,164.82439981473317,103.85583395904519
2021-11-12,150.43193244394078,189.92374293934338,164.45398944402348,104.35504404658786
2021-11-15,148.34779317583246,193.63330677385306,168.0123294106139,102.43048839420264
2021-11-16,147.58446886138123,195.43883453107347,168.7798979857737,104.1567743237332
2021-11-17,151.2733472256406,194.76520606597973,169.42880447306229,105.11127479444797
2021-11-18,151.59720283484893,191.8663625310755,166.63502362609813,103.96301455376624
2021-11-19,152.93241981888244,190.76675098736135,163.62257747507795,101.48739559396488
2021-11-22,149.9191068388901,194.08801643763155,163.68774767019383,101.26761479231543
2021-11-23,155.68484321962382,199.95758739543066,160.07002345143457,100.57038172330829
2021-11-24,160.28906689324066,204.9002283025198,162.07039076032473,100.76123215948532
2021-11-25,163.7867097806999,203.35202733911237,159.9420262906699,100.19809910607071
2021-11-26,165.9573712851803,199.82068154500243,159.89817166287588,97.09101434891866
2021-11-29,166.01589344346766,200.28737479983025,155.2370394207216,96.51003848917475
2021-11-30,167.19480441213437,194.80849407343655,154.2948721997625,96.0576053693273
2021-12-01,169.99660614069276,195.82482209213484,151.4573497108827,97.03205403413415
2021-12-02,168.34130858503892,195.39244211365184,146.0356509012468,95.98192129032769
2021-12-03,167.18607392935724,193.98576150732063,147.30394044720296,98.56444343485981
2021-12-06,162.86719770701526,189.19621226849858,151.17800671450598,95.65224443905547
2021-12-07,160.91788600720076,190.7544817682665,153.90870767239872,97.65903674344933
2021-12-08,165.20239200410322,189.18247075261243,155.58766360835511,97.32574914140864
2021-12-09,164.3538180122872,185.74999041259807,154.59389058406663,98.66347995581272
2021-12-10,163.5518392724554,177.5552523300653,156.58629805205712,98.7988247989191
2021-12-13,164.39111687079134,177.49858010722338,159.65180846366522,100.59938155228676
2021-12-14,160.28802310294657,182.5432326111134,160.01444227141175,99.99896338892164
2021-12-15,162.7108649097797,187.4033970243971,157.0754468559651,98.29491158833507
2021-12-16,166.0074905962114,186.08042908178706,155.86274293567806,100.53010036473039
2021-12-17,167.01587309721674,184.34502423707855,160.11700087756546,100.36204760454564
2021-12-20,171.43587281668147,185.73217587321307,159.94688330583458,100.724335025705
2021-12-21,167.90993397032847,182.85559005130165,151.8048610381232,102.71385664328945
2021-12-22,172.87652480255244,183.74769226263618,148.3503349070892,101.06959623403688
2021-12-23,170.9179474924398,185.99918585191202,147.37881617154176,102.0335354942895
2021-12-24,167.5263828265737,189.64971510564476,149.81977239061638,101.10157016403167
2021-12-27,166.9202850783507,189.37242423594944,149.1937607478626,100.90286004569558
2021-12-28,171.93418689371111,188.78751097178704,151.70922477797043,101.02930732851881
2021-12-29,171.9011619147067,186.21636740080004,150.47448018889247,98.681595511312
2021-12-30,169.41423673940633,183.82812337995463,145.90750459340092,97.48972782876659
2021-12-31,166.01322951466167,183.19452913571862,144.7988615169164,99.59764325645203
2022-01-03,165.7575382235577,184.27848875468285,145.60421403987766,101.00891587421522
2022-01-04,160.64910319350943,186.97030959266812,146.2228013974822,100.92083479735774
2022-01-05,157.41104072405588,184.64130291023096,143.37728228902162,101.31954328665594
2022-01-06,161.30155032502793,189.0547701879811,142.60274545542254,100.8626329084627
2022-01-07,164.7170461442791,188.2707439736571,148.77818315823095,103.05241975024113
2022-01-10,164.4030304839366,188.22887421284054,145.93311816252856,102.73949597166508
2022-01-11,163.22040617110918,186.04810100832137,147.4763648558574,103.1270657761831
2022-01-12,163.3895110376232,179.0994323558062,142.70256133559133,105.01721003656101
2022-01-13,169.56368036520277,181.63108660906403,144.67357580171515,103.75121594439965
2022-01-14,170.66804349930644,183.77201146831868,142.67100090072898,106.34181634602747
2022-01-17,173.15056269493462,182.98048648861243,143.59368348279477,103.82119847501959
2022-01-18,172.61906004724315,183.19453259450717,140.71859832835256,106.53235188970898
2022-01-19,172.80440022004834,184.7101748331066,141.38076731101094,105.92101884577589
2022-01-20,174.59452090458697,180.24089779083192,139.38793125760256,105.52898478094046
2022-01-21,174.9615361350823,178.76579976871804,137.84282063691685,102.4459023512868
2022-01-24,169.8302425229977,181.03658687051612,138.8214767550878,101.72637605942161
2022-01-25,173.3096837117845,177.51587363479226,137.89946717098996,100.08554744214827
2022-01-26,171.6584447052839,178.35879505171732,138.74385355571084,99.14365426493777
2022-01-27,177.4823080020535,174.60864512040484,138.34327161492234,98.94078050180613
2022-01-28,179.4329975175037,175.91603812715505,138.50619929139552,100.45595591372509
2022-01-31,179.6541588720209,175.83738372684857,139.49637638930602,100.7964276065208
2022-02-01,180.92209107932658,171.4407565203504,138.74537794883148,101.29757313277018
2022-02-02,180.6338237240665,174.63442202388947,136.6015395549289,99.5762549801807
2022-02-03,179.27579961683549,172.6454603001163,135.4766329232462,98.21581453289204
2022-02-04,179.88339809982818,170.47590039602457,138.06642845133226,101.04930744320029
2022-02-07,182.42884922905642,171.03474026952068,138.33504103712926,99.89746895389952
2022-02-08,181.11979463746835,174.17666854536,136.52213514182228,102.54905455685845
2022-02-09,179.37407580838072,171.43197110012687,137.4039099592306,102.16891759170741
2022-02-10,178.3930213962437,171.61815358383902,138.43684109828723,102.18425622943465
2022-02-11,181.1084375610324,172.80076509315205,139.5911096245642,103.9331985770622
2022-02-14,185.32027749390656,174.71721604135507,137.47362802672967,106.0481123856978
2022-02-15,186.40110464722977,175.22336635449918,136.0196746505713,105.87528396834459
2022-02-16,188.13687432587167,174.2333480222549,134.5928870703721,105.24191673541777
2022-02-17,186.3016219691748,171.99686463099772,133.84587981952572,105.16127161858184
2022-02-18,188.9133905510325,172.2500109905007,135.0020892344997,105.73452908032338
2022-02-21,190.5837608556725,169.38537741706293,135.64874857499453,107.2413938849901
2022-02-22,188.4857506426755,161.78747646117853,136.46825351758656,107.26077429733125
2022-02-23,183.27418611453484,162.92221173180997,139.42542870299224,108.3236649187057
2022-02-24,179.80541372149736,165.27695488424774,140.9623730258886,111.16765537875774
2022-02-25,177.94070311369308,159.25775344019266,140.66397898004465,111.84999238516063
2022-02-28,181.24745391454556,156.7631870503844,138.08142766441142,112.41313367794412
2022-03-01,185.7557384181561,158.31728530660396,136.55187735941897,109.76857309143966
2022-03-02,184.49546951995805,163.54983572129137,136.00575706812288,105.32578389130575
2022-03-03,183.33497279941565,163.62206831050335,137.8090279006163,105.98405736250747
2022-03-04,184.11290714680558,161.77531459369038,137.76543888195164,105.83797919285718
2022-03-07,184.16913955003085,161.32842026353956,136.3646425716839,104.99539045721576
2022-03-08,186.91042532299554,164.87844746034068,134.81515289622746,105.41087153782472
2022-03-09,185.3978659269845,163.22826632510265,134.68287431524135,105.32266038120481
2022-03-10,188.21140519468372,161.20512530897852,136.59946216671705,107.22222512721196
2022-03-11,187.52505771578515,160.00246409612882,140.08134590361806,107.37997982426737
2022-03-14,190.08577211915897,157.6361908826836,139.6440706046534,106.13638397044892
2022-03-15,189.29771810179162,157.95903888169448,139.56162792628862,107.81670918288948
2022-03-16,187.50017098791446,162.07126077780373,136.93448275472278,107.46091955502453
2022-03-17,193.2548949337568,162.91656970320554,141.1970006626991,108.36807158982901
2022-03-18,196.54665903709858,162.28890654740528,138.1315441430423,107.56863172176234
2022-03-21,191.0990506500139,161.56323474559667,140.7200539579945,106.48555629024176
2022-03-22,189.78084314056898,157.6524234919995,139.92870889271447,106.63896460817699
2022-03-23,193.4385302635741,159.87855847597012,138.629931991891,106.67268058758414
2022-03-24,189.84885304069806,159.700914918246,136.2431554633767,107.49407597820574
2022-03-25,192.18902163603684,159.2658120101363,141.5297557704301,107.05246626718527
2022-03-28,194.24079658920954,167.49866561849763,142.0405010508624,104.01271926469077
2022-03-29,192.13575367123082,168.30779027345915,142.1043232001903,103.31801248576528
2022-03-30,192.13099488780264,166.3458208100938,144.11913265233667,104.62968268231636
2022-03-31,185.93121733142146,165.25148508181658,142.6657815669178,104.15270493331947
2022-04-01,191.21005133137407,168.28666638197333,142.68620682878353,103.76119452395744
2022-04-04,190.3032603401858,168.60636574546362,142.82915014094576,105.39762571825652
2022-04-05,192.74958507308736,164.84903893523236,141.69795459768804,104.2343440435901
2022-04-06,194.64415386880398,167.2719150076626,144.41690974355487,101.74390214761979
2022-04-07,198.8740558501933,165.53994560445597,143.93688819520295,101.49842465526667
2022-04-08,197.54411752150853,170.5158549165794,140.47499250330196,100.73893233231371
2022-04-11,198.20184542869396,173.4607811628804,139.82553036476517,99.22891762261254
2022-04-12,199.97756042787802,172.26275530605412,140.39132701491306,98.96652051614464
2022-04-13,202.76759848000978,175.79334991877838,138.44548081194176,99.74692118791661
2022-04-14,206.51105529271973,176.0013856720552,136.69634868247653,99.743710007841
2022-04-15,204.9877003823535,178.40136625117012,135.54088769449405,100.23852351611428
2022-04-18,202.87772700087558,179.78897285640187,138.1886927773939,103.154220536216
2022-04-19,207.29383831476827,177.42873102655182,137.14820915694776,102.61041188674243
2022-04-20,200.77210368073912,175.6596196153664,140.28593387273034,103.07295868505517
2022-04-21,205.82169256378506,178.55248445537362,138.9497355228449,102.26135139513558
2022-04-22,204.86744329254145,177.63385900706083,139.67870650345895,100.91887531844998
2022-04-25,204.87609492477162,176.52838438206908,138.71635786269294,100.00494522512979
2022-04-26,202.70943171800175,173.91279614553645,140.3895471530663,99.26509369328835
2022-04-27,202.57874244677427,175.09683216350678,137.95450585425522,99.84003792741356
2022-04-28,206.69851767086791,180.8982917303171,139.59382942693878,103.61455768293821
2022-04-29,209.24699224882977,177.90273588738197,139.86033944894618,102.46438771298833
2022-05-02,210.9009317420809,177.99090994074743,138.4735749580127,101.80590992727402
2022-05-03,211.2204154025414,182.01460876427547,138.1273185302403,101.71635945125452
2022-05-04,206.4896068596978,181.80720366404103,141.52068497114513,102.3640404328306
2022-05-05,203.78596698855202,183.12794810772033,141.84442014066124,102.80151659083499
2022-05-06,202.71061852382255,180.11004773990547,140.29929826735932,104.91356293192727
2022-05-09,204.20027479941362,181.34972158137163,137.67831823922265,100.99174743307596
2022-05-10,204.44771391771948,180.8366563357292,138.79435723146597,97.27697093270939
2022-05-11,207.66269181151725,183.6867843575892,139.23898221293993,96.53127221519432
2022-05-12,209.24129487132205,187.17531820031064,140.78746147641536,98.2251174516854
2022-05-13,209.44436335532353,194.98869635732063,137.59816641175442,95.84376421262051
2022-05-16,217.11172750455546,196.7992239445098,135.09663272901878,91.42031693757625
2022-05-17,218.5300755473221,197.83412721470708,137.57456449308557,92.2568981819414
